"CrewID","EventID","Event Identity","Event Override Name","Division Assigned","Submitting Club Index","Submitting Club","Crew Name","Composite","CompositeCode","CrewLetter","CompetitionNotes","Rowing CRI","Rowing CRI Max","Sculling CRI","Sculling CRI Max",
"1026819","118805","MasC.1x","Op MasC 1x","","NST","North Staffordshire Rowing Club","NST-SILVESTER","N","","","","0","0","101","101",
"1026827","118805","MasC.1x","Op MasC 1x","","AKN","Auriol Kensington Rowing Club","Mackworth-Praed","N","","","","0","0","462","528",
"1026859","118805","MasC.1x","Op MasC 1x","","TTR","Thames Tradesmen's Rowing Club","Reynolds","N","","","","0","0","0","0",
"1027157","118805","MasC.1x","Op MasC 1x","","TRC","Thames Rowing Club","TRC-ANDREESEN","N","","","","49","196","0","0",
"1027162","118805","MasC.1x","Op MasC 1x","","MAR","Marlow Rowing Club","MAR-GARNETT","N","","","","55","88","0","0",
"1026829","118806","MasD.1x","Op MasD 1x","","MHD","Maidenhead Rowing Club","MHD-STOCKDALE","N","","","","1","8","1","8",
"1026863","118806","MasD.1x","Op MasD 1x","","MHD","Maidenhead Rowing Club","MHD-STEEL","N","","","","180","360","76","76",
"1027008","118806","MasD.1x","Op MasD 1x","","ETX","Eton Excelsior Rowing Club","ETX-LEN","N","","","","28","112","48","48",
"1027009","118806","MasD.1x","Op MasD 1x","","ETX","Eton Excelsior Rowing Club","ETX-FULTON","N","","","","0","0","21","28",
"1027155","118806","MasD.1x","Op MasD 1x","","RAF","Royal Air Force Rowing Club","Tim Ellis","N","","","","0","0","169","169",
"1026874","118807","MasE.1x","Op MasE 1x","","WYC","Wycliffe College Boat Club","tone","N","","","","0","0","84","84",
"1026964","118807","MasE.1x","Op MasE 1x","","MAR","Marlow Rowing Club","MAR-GALBRAITH","N","","","","72","83","1","8",
"1026979","118807","MasE.1x","Op MasE 1x","","MAR","Marlow Rowing Club","MAR-LANDERS","N","","","","43","43","0","0",
"1026984","118807","MasE.1x","Op MasE 1x","","TRC","Thames Rowing Club","TRC-MCCONNELL","N","","","","29","232","0","0",
"1026990","118807","MasE.1x","Op MasE 1x","","NWK","Newark Rowing Club","NWK-PRICE","N","","","","146","146","238","238",
"1027018","118807","MasE.1x","Op MasE 1x","","QBC","Quintin Boat Club","QBC-AQUILINA","N","","","","481","550","138","184",
"1027024","118807","MasE.1x","Op MasE 1x","","BEB","Bewl Bridge Rowing Club","BEB-MORRIS J","N","","","","72","576","189","189",
"1027053","118807","MasE.1x","Op MasE 1x","","BEB","Bewl Bridge Rowing Club","BEB-MAUNSELL","N","","","","72","576","115","115",
"1026828","118808","MasF.1x","Op MasF 1x","","MHD","Maidenhead Rowing Club","MHD-FRICKER","N","","","","6","22","22","58",
"1027016","118808","MasF.1x","Op MasF 1x","","QBC","Quintin Boat Club","QBC-HARRISON","N","","","","132","352","177","283",
"1027101","118808","MasF.1x","Op MasF 1x","","SNE","St Neots Rowing Club","J Farrell","N","","O","","9","36","24","39",
"1027159","118808","MasF.1x","Op MasF 1x","","TRC","Thames Rowing Club","TRC-WATKISS","N","","","","150","172","8","21",
"1027054","118809","MasG.1x","Op MasG 1x","","ZBF","Belfast Boat Club","Belfast Boat Club","N","","Z","","32","128","2","16",
"1027021","118810","MasH.1x","Op MasH 1x","","QBC","Quintin Boat Club","QBC-BISHOP","N","","","","53","211","54","107",
"1027158","118810","MasH.1x","Op MasH 1x","","TRC","Thames Rowing Club","TRC-GARNER","N","","","","0","0","0","0",
"1026881","118794","W.1x","W 1x","","TSS","Tideway Scullers School","Terry","N","","","","679","679","0","0",
"1027012","118794","W.1x","W 1x","","TSS","Tideway Scullers School","TSS-RAWLINS","N","","","","277","1108","64","86",
"1027081","118794","W.1x","W 1x","","TSS","Tideway Scullers School","TSS-REISER","N","","","","556","556","139","277",
"1026885","118795","W.Lwt.1x","W Lwt 1x","","TSS","Tideway Scullers School","Carlton","N","","","","293","782","264","352",
"1026889","118795","W.Lwt.1x","W Lwt 1x","","TUN","Taunton Rowing Club","TUN-HALLETT","N","","","","0","0","54","54",
"1026969","118795","W.Lwt.1x","W Lwt 1x","","CAB","Cantabrigian Rowing Club","CAB-PLUNKETT","N","","","","51","59","129","129",
"1027065","118795","W.Lwt.1x","W Lwt 1x","","TSS","Tideway Scullers School","TSS-POTTER","N","","","","531","531","179","476",
"1027080","118795","W.Lwt.1x","W Lwt 1x","","TSS","Tideway Scullers School","TSS-WAGSTAFF","N","","","","426","568","11","86",
"1027082","118814","W.MasA.1x","W MasA 1x","","TSS","Tideway Scullers School","TSS-NORGATE","N","","","","199","228","84","223",
"1027138","118814","W.MasA.1x","W MasA 1x","","WEY","Weybridge Rowing Club","Ferlez","N","","","","87","174","98","98",
"1026910","118815","W.MasB.1x","W MasB 1x","","TRC","Thames Rowing Club","TRC-HARRIS","N","","","","234","624","19","76",
"1027084","118815","W.MasB.1x","W MasB 1x","","BBL","Barnes Bridge Ladies Rowing Club","BBL-BALDWIN","N","","","","184","491","106","141",
"1026673","118816","W.MasC.1x","W MasC 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-RAMSDEN","N","","","","219","583","236","236",
"1027010","118816","W.MasC.1x","W MasC 1x","","ETX","Eton Excelsior Rowing Club","ETX-SIMPSON","N","","","","40","105","6","23",
"1027083","118816","W.MasC.1x","W MasC 1x","","BBL","Barnes Bridge Ladies Rowing Club","BBL-POWELL","N","","","","136","544","29","58",
"1027002","118817","W.MasD.1x","W MasD 1x","","LEA","Lea Rowing Club","LEA-SNAITH","N","","","","349","349","0","0",
"1026676","118818","W.MasE.1x","W MasE 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-BELL-SYER","N","","","","164","437","162","162",
"1026798","118818","W.MasE.1x","W MasE 1x","","","Thyro Rowing Club","klok","N","","","","0","0","0","0",
"1026884","118818","W.MasE.1x","W MasE 1x","","GLB","Globe Rowing Club","GLB-HILL","N","","","","5","40","3","20",
"1026980","118818","W.MasE.1x","W MasE 1x","","HEN","Henley Rowing Club","HEN-MEHERS","N","","","","82","219","39","39",
"1027023","118818","W.MasE.1x","W MasE 1x","","BEB","Bewl Bridge Rowing Club","BEB-MORRIS","N","","","","21","168","231","231",
"1027041","118818","W.MasE.1x","W MasE 1x","","WYC","Wycliffe College Boat Club","WYC-PAYNE","N","","","","0","0","92","92",
"1026883","118796","W.U23.1x","W U23 1x","","TSS","Tideway Scullers School","Wilkinson Feller","N","","","","410","820","179","205",
